web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,content,date
"1570859172-3853","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/mitch-mcconnell-trump-syria-turkey-kurds_n_5d9b7e38e4b0fc935edeabc2","Mitch McConnell Criticizes Trump’s Syria Decision","The Senate majority leader joined other Republicans who are speaking out against the president’s decision to withdraw U.S. troops from Syria.","","Senate Majority Leader Mitch McConnell on Monday criticized President Donald Trump’s decision to withdraw support for Kurdish allies in northern Syria ahead of Turkey’s planned invasion of the region.","10/07/2019 02:16 pm ET"
"1570859532-5699","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/joe-biden-lgbtq-town-hall-gay-bathhouses_n_5d9fca2ce4b02c9da0479a2b","Joe Biden Recalls ‘Gay, Gay Bathhouses,’ 24/7 Sex, And People Are So Confused","The former vice president reminisced about “gay bathhouses” and “round-the-clock sex” at the LGBTQ town hall on CNN.","","People on Twitter were very confused by, well, all of it. Although, there was one resounding thing viewers could agree with that they wanted out of this: A remix of “gay, gay, gay bathhouses.” It was quickly delivered:","10/10/2019 11:35 pm ET"
"1570859109-3550","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/rudy-giuliani-mission-to-disrupt-the-world-fox-news_n_5d9899a1e4b03b475f99dab7","Rudy Giuliani Declares His Mission Is ‘To Disrupt The World’","Trump’s personal attorney is doubling down on his defenses of the president as both are ensnared in an escalating House impeachment probe.","Amy Russo","","10/05/2019 11:38 am ET"
"1570859372-4903","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/elizabeth-warren-fired_n_5d9e2feae4b06ddfc512dfff","People Get Fired From Their Jobs Without Being ‘Fired’ All The Time","Yes, this sort of discrimination happened in the 1970s, when Elizabeth Warren was a teacher. But it still happens today.","","Yang said that while she was at the EEOC, it would have about 3,500 pregnancy discrimination charges a year, and in two-thirds of those cases, women would allege that they were fired as a result of their pregnancy.","10/09/2019 03:58 pm ET"
"1570859423-5219","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/elizabeth-warren-lgbtq-plan_n_5d9e246ae4b087efdba732c1","Elizabeth Warren Releases Plan For LGBTQ Rights And Equality","The 2020 candidate said she would reverse Trump’s transgender military ban on day one of a Warren administration.","","The measures include things like working to pass the Equality Act, which would extend civil rights protections to LGBTQ people, and amending the Religious Freedom Restoration Act to ensure it can’t be used to discriminate against LGBTQ people.","10/10/2019 06:00 am ET"
"1570859182-3907","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/elizabeth-warren-plan-brett-kavanaugh_n_5d9aa9dfe4b03b475f9bb770","Elizabeth Warren Has A Plan For Brett Kavanaugh","The Democratic 2020 presidential candidate is targeting misconduct in the federal judiciary, including the Supreme Court.","","Trump-Barry, President Donald Trump’s sister, resigned as a federal appellate judge in April, ending a probe into whether she violated judicial conduct rules by participating in the Trump family’s alleged tax fraud schemes.","10/07/2019 09:00 am ET"
"1570859507-5586","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-us-government-conspiracy-theories_n_5d9fedb7e4b02c9da047c100","How Trump Used The U.S. Government To Chase Conspiracy Theories","The president has enlisted parts of the U.S. government and key allies in the pursuit of unproven or disproven conspiracy theories, some incubated in the dark corners of the internet.","","Nonetheless, Trump’s allies in the House and his lawyers have taken up the accusation that the whistleblower worked in secret with the Democratic head of the House committee leading the impeachment inquiry, Adam Schiff.","10/10/2019 11:06 pm ET"
"1570859539-5746","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/betty-mccollum-minnesota-israeli-palestinian_n_5d926349e4b0e9e760514c1f","The Minnesota Congresswoman Who Can Criticize Israel","St. Paul’s Betty McCollum is radically progressive on U.S. policy toward Israel. Why don’t you ever hear about it?","","In 2017, McCollum introduced a bill to block U.S. aid to Israel from being used to “support the military detention, interrogation, abuse, or ill-treatment of Palestinian children in violation of international humanitarian law.” She reintroduced the bill in April, this time with language that would amend the so-called Leahy law, which prohibits the U.S. from providing military assistance to foreign governments that commit “a gross violation of human rights.” The current bill would also set aside money to fund nongovernmental organizations that provide physical, psychological and emotional treatment for Palestinian children who have been detained by the Israeli military.","10/11/2019 05:45 am ET"
"1570859179-3887","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/reactions-to-trumps-syria-kurds-turkey-decision_n_5d9b36f6e4b0fc935eddb9c9","Republicans, Foreign Policy Experts Condemn Trump’s Decision To Abandon Kurds","Sen. Lindsey Graham of South Carolina called it “a stain on America’s honor.”","","The White House’s announcement Sunday to allow Turkey to invade northern Syria startled some members of Congress, who warned such a move could lead to a genocide of the Kurds and allow ISIS to creep back into the region.","10/07/2019 10:34 am ET"
"1570859285-4421","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/steven-menashi-trump-court-nominee-ukraine_n_5d9ce6e4e4b02c9da04036a2","Trump Court Pick Ignores Senators’ Questions About His Role In Ukraine Scandal","Democrats asked Steven Menashi, a White House legal aide, what he knew about the president’s potentially impeachable offenses. He didn’t respond.","","“Steven Menashi has left questions unanswered about his work at the White House, including his involvement in the White House’s response to the whistleblower complaint,” Feinstein told HuffPost in a Tuesday statement. “Mr. Menashi is seeking a lifetime appointment to the court, so his record must be thoroughly examined. The committee shouldn’t vote on his nomination without all of the facts. He must stop evading our questions.”","10/08/2019 05:39 pm ET"
"1570859204-4072","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/pat-robertson-trump-in-danger-of-losing-the-mandate-of-heaven_n_5d9b9082e4b099389804aba9","Pat Robertson: Trump Is ‘In Danger Of Losing The Mandate Of Heaven’","The right-wing televangelist tore into Trump’s decision to leave Kurdish fighters in Syria to fend for themselves as Turkey prepares to invade.","","Slamming the decision, Robertson said he is “absolutely appalled that the United States is going to betray” the fighters, who have partnered with the Syrian Democratic Forces in the battle against the self-described Islamic State.","10/07/2019 06:10 pm ET"
"1570859420-5199","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/stephen-moore-trump-untrue_n_5d9e9fede4b02c9da04400e2","Stephen Moore Goes Full Orwell In Head-Spinning Defense Of Trump’s Latest Lies","Stephen Moore says Trump might say things that are untrue, but that doesn’t make them lies.","Ed Mazza","","10/10/2019 05:48 am ET"
"1570859179-3889","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/reactions-to-trumps-syria-kurds-turkey-decision_n_5d9b36f6e4b0fc935eddb9c9","Republicans, Foreign Policy Experts Condemn Trump’s Decision To Abandon Kurds","Sen. Lindsey Graham of South Carolina called it “a stain on America’s honor.”","","Graham, who helped to convince Trump to reverse his decision last December to withdraw U.S. forces from Syria, tweeted Monday that abandoning our Kurdish allies would be “a stain on America’s honor.”","10/07/2019 10:34 am ET"
"1570859517-5640","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-lev-parnas-igor-fruman-giuliani-photos_n_5d9eb775e4b02c9da0441429","Trump: I Don’t Know The Giuliani Associates, But I Might Have A Picture With Them","The president does have pictures with Lev Parnas and Igor Fruman, who were arrested on federal campaign finance charges while trying to leave the country.","","Parnas, Fruman, Giuliani and Trump are pictured together in an undated image published by the Miami Herald. Vice President Mike Pence was also pictured with the four of them at the event.","10/10/2019 08:15 pm ET"
"1570859028-3176","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/elizabeth-warren-jacob-wohl-epic-troll_n_5d9669d5e4b0da7f6623db43","Elizabeth Warren Hilariously Trolls Political Smear Calling Her A ‘Cougar’","Two discredited far-right conspiracy theorists were up to their old tricks. But she deftly dismissed them.","","A pair of thoroughly discredited political dirty tricksters attempted to smear Sen. Elizabeth Warren of Massachusetts as a “cougar” on Thursday, and the Democratic presidential candidate responded hilariously ―and truthfully ― without getting catty.","10/03/2019 07:32 pm ET"
"1570859018-3107","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/general-motors-strike-long-haul_n_5d964f10e4b02911e117de9f","GM Strikers Settle In For The Long Haul","As the autoworkers’ strike grinds through its third week, workers say they’ll stay on the picket lines for as long as it takes.","","Workers went on strike to look out for one another, Greenhalgh said, and the divisions between workers inside GM have made for one of the most contentious issues in the negotiations.","10/03/2019 07:20 pm ET"
